id,name,category,servingSize,current_calories,current_protein,current_carbs,current_fat,current_fiber,status,pageTitle,source_calories_per_100g,source_protein_per_100g,source_carbs_per_100g,source_fat_per_100g,source_fiber_per_100g,url,error
f-israel-15,גבינה צהובה עמק 15% - תנובה,גבינות קשות,פרוסה (28g),73,8.1,0.1,4.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%94%20%D7%A6%D7%94%D7%95%D7%91%D7%94%20%D7%A2%D7%9E%D7%A7%2015%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-16,גבינה צהובה עמק 9% - תנובה,גבינות קשות,פרוסה (28g),58,8.8,0.1,2.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%94%20%D7%A6%D7%94%D7%95%D7%91%D7%94%20%D7%A2%D7%9E%D7%A7%209%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-17,גבינה צהובה גלבוע 22%,גבינות קשות,פרוסה (28g),85,7.5,0.1,6.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%94%20%D7%A6%D7%94%D7%95%D7%91%D7%94%20%D7%92%D7%9C%D7%91%D7%95%D7%A2%2022%25,HTTPError: HTTP Error 404: Not Found
f-israel-18,גבינת מותרת 5% שומן,גבינות קשות,פרוסה (28g),50,9,0.2,1.4,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%9E%D7%95%D7%AA%D7%A8%D7%AA%205%25%20%D7%A9%D7%95%D7%9E%D7%9F,HTTPError: HTTP Error 404: Not Found
f-israel-19,גבינת מוצרלה מגוררת,גבינות,100 גרם,280,22,2,20,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%9E%D7%95%D7%A6%D7%A8%D7%9C%D7%94%20%D7%9E%D7%92%D7%95%D7%A8%D7%A8%D7%AA,HTTPError: HTTP Error 404: Not Found
f-israel-20,גבינת מוצרלה לייט 15%,גבינות,100 גרם,210,24,2,12,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%9E%D7%95%D7%A6%D7%A8%D7%9C%D7%94%20%D7%9C%D7%99%D7%99%D7%98%2015%25,HTTPError: HTTP Error 404: Not Found
f-israel-21,גבינת בולגרית 5% - פיראוס,גבינות מלוחות,100 גרם,110,15,1.5,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%91%D7%95%D7%9C%D7%92%D7%A8%D7%99%D7%AA%205%25%20-%20%D7%A4%D7%99%D7%A8%D7%90%D7%95%D7%A1,HTTPError: HTTP Error 404: Not Found
f-israel-22,גבינת בולגרית 16% - פיראוס,גבינות מלוחות,100 גרם,200,14,1.5,16,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%91%D7%95%D7%9C%D7%92%D7%A8%D7%99%D7%AA%2016%25%20-%20%D7%A4%D7%99%D7%A8%D7%90%D7%95%D7%A1,HTTPError: HTTP Error 404: Not Found
f-israel-23,גבינת פטה עיזים 20%,גבינות מלוחות,100 גרם,240,14,1,20,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%A4%D7%98%D7%94%20%D7%A2%D7%99%D7%96%D7%99%D7%9D%2020%25,HTTPError: HTTP Error 404: Not Found
f-israel-24,גבינת צפתית 5% - תנובה,גבינות מלוחות,100 גרם,115,16,1.5,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%A6%D7%A4%D7%AA%D7%99%D7%AA%205%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-25,לאבנה 9% - פיראוס,גבינות,100 גרם,130,9,3,9,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9C%D7%90%D7%91%D7%A0%D7%94%209%25%20-%20%D7%A4%D7%99%D7%A8%D7%90%D7%95%D7%A1,HTTPError: HTTP Error 404: Not Found
f-israel-26,לאבנה 5%,גבינות,100 גרם,95,9.5,3,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9C%D7%90%D7%91%D7%A0%D7%94%205%25,HTTPError: HTTP Error 404: Not Found
f-israel-27,גבינת שמנת נפוליאון 25%,גבינות,100 גרם,260,6,3,25,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%A0%D7%A4%D7%95%D7%9C%D7%99%D7%90%D7%95%D7%9F%2025%25,HTTPError: HTTP Error 404: Not Found
f-israel-28,גבינת שמנת נפוליאון 16%,גבינות,100 גרם,185,7,3.5,16,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%A0%D7%A4%D7%95%D7%9C%D7%99%D7%90%D7%95%D7%9F%2016%25,HTTPError: HTTP Error 404: Not Found
f-israel-29,יוגורט דנונה 3% ביו,יוגורט,גביע (200g),124,8,9.2,6,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%93%D7%A0%D7%95%D7%A0%D7%94%203%25%20%D7%91%D7%99%D7%95,HTTPError: HTTP Error 404: Not Found
f-israel-30,יוגורט דנונה 1.5% ביו,יוגורט,גביע (200g),96,8.4,9.6,3,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%93%D7%A0%D7%95%D7%A0%D7%94%201.5%25%20%D7%91%D7%99%D7%95,HTTPError: HTTP Error 404: Not Found
f-israel-31,יוגורט דנונה פרו 20g חלבון נקי,יוגורט חלבון,גביע (200g),120,20,9,0.4,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%93%D7%A0%D7%95%D7%A0%D7%94%20%D7%A4%D7%A8%D7%95%2020g%20%D7%97%D7%9C%D7%91%D7%95%D7%9F%20%D7%A0%D7%A7%D7%99,HTTPError: HTTP Error 404: Not Found
f-israel-32,יוגורט דנונה פרו 20g תות,יוגורט חלבון,גביע (200g),150,20,16,0.4,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%93%D7%A0%D7%95%D7%A0%D7%94%20%D7%A4%D7%A8%D7%95%2020g%20%D7%AA%D7%95%D7%AA,HTTPError: HTTP Error 404: Not Found
f-israel-33,יוגורט דנונה פרו 20g וניל,יוגורט חלבון,גביע (200g),148,20,15,0.4,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%93%D7%A0%D7%95%D7%A0%D7%94%20%D7%A4%D7%A8%D7%95%2020g%20%D7%95%D7%A0%D7%99%D7%9C,HTTPError: HTTP Error 404: Not Found
f-israel-34,יוגורט דנונה פרו 20g אפרסק,יוגורט חלבון,גביע (200g),152,20,16.5,0.4,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%93%D7%A0%D7%95%D7%A0%D7%94%20%D7%A4%D7%A8%D7%95%2020g%20%D7%90%D7%A4%D7%A8%D7%A1%D7%A7,HTTPError: HTTP Error 404: Not Found
f-israel-35,יוגורט יווני 7% - יוטבתה,יוגורט,100 גרם,100,6,3.5,7,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%99%D7%95%D7%95%D7%A0%D7%99%207%25%20-%20%D7%99%D7%95%D7%98%D7%91%D7%AA%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-36,יוגורט יווני 2% - יוטבתה,יוגורט,100 גרם,62,8.5,3.8,2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%99%D7%95%D7%95%D7%A0%D7%99%202%25%20-%20%D7%99%D7%95%D7%98%D7%91%D7%AA%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-37,יוגורט סקיר Yoplait טבעי,יוגורט חלבון,100 גרם,65,11,4,0.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20%D7%A1%D7%A7%D7%99%D7%A8%20Yoplait%20%D7%98%D7%91%D7%A2%D7%99,HTTPError: HTTP Error 404: Not Found
f-israel-38,יוגורט Yoplait Pro 15g,יוגורט חלבון,גביע (150g),110,15,11,0.3,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%99%D7%95%D7%92%D7%95%D7%A8%D7%98%20Yoplait%20Pro%2015g,HTTPError: HTTP Error 404: Not Found
f-israel-39,מעדן GO 20g חלבון שוקולד,מעדני חלבון,גביע (200g),156,20,14,2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9E%D7%A2%D7%93%D7%9F%20GO%2020g%20%D7%97%D7%9C%D7%91%D7%95%D7%9F%20%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93,HTTPError: HTTP Error 404: Not Found
f-israel-40,מעדן GO 20g חלבון וניל,מעדני חלבון,גביע (200g),150,20,13,1.8,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9E%D7%A2%D7%93%D7%9F%20GO%2020g%20%D7%97%D7%9C%D7%91%D7%95%D7%9F%20%D7%95%D7%A0%D7%99%D7%9C,HTTPError: HTTP Error 404: Not Found
f-israel-41,מעדן GO 20g חלבון קפה,מעדני חלבון,גביע (200g),152,20,13.5,1.8,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9E%D7%A2%D7%93%D7%9F%20GO%2020g%20%D7%97%D7%9C%D7%91%D7%95%D7%9F%20%D7%A7%D7%A4%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-42,מעדן מילקי שוקולד,מעדנים,גביע (133g),210,3.2,24,11.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9E%D7%A2%D7%93%D7%9F%20%D7%9E%D7%99%D7%9C%D7%A7%D7%99%20%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93,HTTPError: HTTP Error 404: Not Found
f-israel-43,מעדן מילקי לייט 1%,מעדנים,גביע (133g),115,4,18,2.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9E%D7%A2%D7%93%D7%9F%20%D7%9E%D7%99%D7%9C%D7%A7%D7%99%20%D7%9C%D7%99%D7%99%D7%98%201%25,HTTPError: HTTP Error 404: Not Found
f-israel-44,מעדן דני שוקולד,מעדנים,גביע (125g),135,3.5,23,3,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9E%D7%A2%D7%93%D7%9F%20%D7%93%D7%A0%D7%99%20%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93,HTTPError: HTTP Error 404: Not Found
f-israel-45,גיל 3% - תנובה,מוצרי חלב,גביע (170g),100,5.5,7,5.1,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%99%D7%9C%203%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-46,אשל 4.5% - תנובה,מוצרי חלב,גביע (200g),136,6.2,8,9,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%90%D7%A9%D7%9C%204.5%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-47,שמנת חמוצה 15% - תנובה,שמנת,100 גרם,160,2.8,3.5,15,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%97%D7%9E%D7%95%D7%A6%D7%94%2015%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-48,שמנת חמוצה 9% - תנובה,שמנת,100 גרם,108,3.2,3.8,9,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%97%D7%9E%D7%95%D7%A6%D7%94%209%25%20-%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-49,שמנת מתוקה 38% להקצפה,שמנת,"100 מ""ל",360,2,3,38,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%9E%D7%AA%D7%95%D7%A7%D7%94%2038%25%20%D7%9C%D7%94%D7%A7%D7%A6%D7%A4%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-50,שמנת לבישול 15% - השף הלבן,שמנת,"100 מ""ל",160,3,4,15,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%9C%D7%91%D7%99%D7%A9%D7%95%D7%9C%2015%25%20-%20%D7%94%D7%A9%D7%A3%20%D7%94%D7%9C%D7%91%D7%9F,HTTPError: HTTP Error 404: Not Found
f-israel-51,שמנת לבישול 10% - השף הלבן,שמנת,"100 מ""ל",118,3.2,4.2,10,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A9%D7%9E%D7%A0%D7%AA%20%D7%9C%D7%91%D7%99%D7%A9%D7%95%D7%9C%2010%25%20-%20%D7%94%D7%A9%D7%A3%20%D7%94%D7%9C%D7%91%D7%9F,HTTPError: HTTP Error 404: Not Found
f-israel-52,חמאה שופרסל / תנובה,שומנים,10 גרם,74,0.1,0.1,8.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%97%D7%9E%D7%90%D7%94%20%D7%A9%D7%95%D7%A4%D7%A8%D7%A1%D7%9C%20%2F%20%D7%AA%D7%A0%D7%95%D7%91%D7%94,HTTPError: HTTP Error 404: Not Found
f-israel-53,ריקוטה 5% - גד,גבינות,100 גרם,100,11,3.5,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A8%D7%99%D7%A7%D7%95%D7%98%D7%94%205%25%20-%20%D7%92%D7%93,HTTPError: HTTP Error 404: Not Found
f-israel-54,גבינת חלומי 24%,גבינות,100 גרם,320,20,2,24,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%97%D7%9C%D7%95%D7%9E%D7%99%2024%25,HTTPError: HTTP Error 404: Not Found
f-israel-55,גבינת פרמזן מגוררת,גבינות קשות,10 גרם,40,3.8,0.4,2.6,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%92%D7%91%D7%99%D7%A0%D7%AA%20%D7%A4%D7%A8%D7%9E%D7%96%D7%9F%20%D7%9E%D7%92%D7%95%D7%A8%D7%A8%D7%AA,HTTPError: HTTP Error 404: Not Found
f-israel-56,ביצה S (קטנה),ביצים,יחידה 1 (45g),60,5.2,0.4,4.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%99%D7%A6%D7%94%20S%20%28%D7%A7%D7%98%D7%A0%D7%94%29,HTTPError: HTTP Error 404: Not Found
f-israel-57,ביצה M (בינונית),ביצים,יחידה 1 (53g),72,6.3,0.5,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%99%D7%A6%D7%94%20M%20%28%D7%91%D7%99%D7%A0%D7%95%D7%A0%D7%99%D7%AA%29,HTTPError: HTTP Error 404: Not Found
f-israel-58,ביצה L (גדולה),ביצים,יחידה 1 (63g),85,7.5,0.6,5.8,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%99%D7%A6%D7%94%20L%20%28%D7%92%D7%93%D7%95%D7%9C%D7%94%29,HTTPError: HTTP Error 404: Not Found
f-israel-59,ביצה XL (ענקית),ביצים,יחידה 1 (73g),98,8.7,0.7,6.8,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%99%D7%A6%D7%94%20XL%20%28%D7%A2%D7%A0%D7%A7%D7%99%D7%AA%29,HTTPError: HTTP Error 404: Not Found
f-israel-60,חלבון ביצה (חלבון בלבד),ביצים,100 גרם,52,11,0.7,0.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%97%D7%9C%D7%91%D7%95%D7%9F%20%D7%91%D7%99%D7%A6%D7%94%20%28%D7%97%D7%9C%D7%91%D7%95%D7%9F%20%D7%91%D7%9C%D7%91%D7%93%29,HTTPError: HTTP Error 404: Not Found
f-israel-61,חלמון ביצה (חלמון בלבד),ביצים,יחידה 1 (17g),55,2.7,0.6,4.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%97%D7%9C%D7%9E%D7%95%D7%9F%20%D7%91%D7%99%D7%A6%D7%94%20%28%D7%97%D7%9C%D7%9E%D7%95%D7%9F%20%D7%91%D7%9C%D7%91%D7%93%29,HTTPError: HTTP Error 404: Not Found
f-israel-62,ביצה קשה M,ביצים,יחידה 1 (53g),72,6.3,0.5,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%99%D7%A6%D7%94%20%D7%A7%D7%A9%D7%94%20M,HTTPError: HTTP Error 404: Not Found
f-israel-63,חזה עוף טרי (נא),עוף ובשר,100 גרם,110,23.5,0,1.2,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%97%D7%96%D7%94%20%D7%A2%D7%95%D7%A3%20%D7%98%D7%A8%D7%99%20%28%D7%A0%D7%90%29,HTTPError: HTTP Error 404: Not Found
f-israel-64,חזה עוף מבושל / בגריל,עוף ובשר,100 גרם,165,31,0,3.6,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%97%D7%96%D7%94%20%D7%A2%D7%95%D7%A3%20%D7%9E%D7%91%D7%95%D7%A9%D7%9C%20%2F%20%D7%91%D7%92%D7%A8%D7%99%D7%9C,HTTPError: HTTP Error 404: Not Found
f-israel-65,פרגית עוף (ירך ללא עור),עוף ובשר,100 גרם,175,24,0,8.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A4%D7%A8%D7%92%D7%99%D7%AA%20%D7%A2%D7%95%D7%A3%20%28%D7%99%D7%A8%D7%9A%20%D7%9C%D7%9C%D7%90%20%D7%A2%D7%95%D7%A8%29,HTTPError: HTTP Error 404: Not Found
f-israel-66,כרעי עוף עם עור (מבושל),עוף ובשר,100 גרם,235,24,0,15,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9B%D7%A8%D7%A2%D7%99%20%D7%A2%D7%95%D7%A3%20%D7%A2%D7%9D%20%D7%A2%D7%95%D7%A8%20%28%D7%9E%D7%91%D7%95%D7%A9%D7%9C%29,HTTPError: HTTP Error 404: Not Found
f-israel-67,כנפי עוף בגריל,עוף ובשר,100 גרם,220,22,0,14.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9B%D7%A0%D7%A4%D7%99%20%D7%A2%D7%95%D7%A3%20%D7%91%D7%92%D7%A8%D7%99%D7%9C,HTTPError: HTTP Error 404: Not Found
f-israel-68,שוקי עוף ללא עור,עוף ובשר,100 גרם,160,26,0,5.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A9%D7%95%D7%A7%D7%99%20%D7%A2%D7%95%D7%A3%20%D7%9C%D7%9C%D7%90%20%D7%A2%D7%95%D7%A8,HTTPError: HTTP Error 404: Not Found
f-israel-69,כבד עוף צלוי,עוף ובשר,100 גרם,165,24.5,1,6.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%9B%D7%91%D7%93%20%D7%A2%D7%95%D7%A3%20%D7%A6%D7%9C%D7%95%D7%99,HTTPError: HTTP Error 404: Not Found
f-israel-70,בשר בקר טחון רזה 5% שומן,בקר,100 גרם,135,21,0,5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%A9%D7%A8%20%D7%91%D7%A7%D7%A8%20%D7%98%D7%97%D7%95%D7%9F%20%D7%A8%D7%96%D7%94%205%25%20%D7%A9%D7%95%D7%9E%D7%9F,HTTPError: HTTP Error 404: Not Found
f-israel-71,בשר בקר טחון 12% שומן,בקר,100 גרם,185,19.5,0,12,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%A9%D7%A8%20%D7%91%D7%A7%D7%A8%20%D7%98%D7%97%D7%95%D7%9F%2012%25%20%D7%A9%D7%95%D7%9E%D7%9F,HTTPError: HTTP Error 404: Not Found
f-israel-72,בשר בקר טחון קלאסי 20%,בקר,100 גרם,250,17.5,0,20,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%91%D7%A9%D7%A8%20%D7%91%D7%A7%D7%A8%20%D7%98%D7%97%D7%95%D7%9F%20%D7%A7%D7%9C%D7%90%D7%A1%D7%99%2020%25,HTTPError: HTTP Error 404: Not Found
f-israel-73,סטייק אנטרקוט בגריל,בקר,100 גרם,270,25,0,19,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A1%D7%98%D7%99%D7%99%D7%A7%20%D7%90%D7%A0%D7%98%D7%A8%D7%A7%D7%95%D7%98%20%D7%91%D7%92%D7%A8%D7%99%D7%9C,HTTPError: HTTP Error 404: Not Found
f-israel-74,סטייק סינטה בקר,בקר,100 גרם,170,27,0,6.5,0,error,,,,,,,https://www.foodsdictionary.co.il/Products/1/%D7%A1%D7%98%D7%99%D7%99%D7%A7%20%D7%A1%D7%99%D7%A0%D7%98%D7%94%20%D7%91%D7%A7%D7%A8,HTTPError: HTTP Error 404: Not Found
